spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;deb;fin;file;ID
dec2022-004_012-021_SPEAKER_01;teacher;NOUN;2;Oo;Oo;oO;[30, 54];oO;oO;oO;[228.60673785403134, 272.2946642510003];[47, 90];[68.19571138664915, 70.84304014023556];[7, 31];[0.16754542345665335, 0.1724545765433465];[36, 41];9.818;10.158;dec2022-004_012-021_SPEAKER_01_8.TextGrid;Vtien1C
dec2022-004_012-021_SPEAKER_01;children;NOUN;2;Oo;Oo;Oo;[46.7, 18.3];Oo;Oo;Oo;[221.85967515426918, 191.22249397140885];[34, 7];[72.73056714014284, 70.20638054851362];[52, 24];[0.18848006606078904, 0.15151993393921082];[54, 24];10.959;11.299;dec2022-004_012-021_SPEAKER_01_8.TextGrid;dm8ShF5
dec2022-004_023-009_SPEAKER_00;position;NOUN;3;oOo;oOo;ooO;[31, 39.7, 61.7];ooO;ooO;ooO;[212.69617171106268, 218.9495813147248, 227.69450385398295];[53, 70, 78];[72.48419590076566, 72.78841563659472, 75.45863878103];[28, 30, 59];[0.10975962017020358, 0.126715098605497, 0.18352528122429934];[12, 19, 48];7.551;7.971;dec2022-004_023-009_SPEAKER_00_0.TextGrid;YermbCq
dec2022-004_023-009_SPEAKER_00;foundation;NOUN;3;oOo;oOo;ooO;[60.7, 57, 71.3];oOo;ooO;ooO;[220.61149630177812, 228.47740597886425, 218.27517423887113];[71, 80, 67];[74.25398543966621, 74.00991485653938, 76.16005490782415];[43, 40, 69];[0.23597702985469127, 0.18941198487232747, 0.27561098527298];[68, 51, 78];11.092;11.793;dec2022-004_023-009_SPEAKER_00_0.TextGrid;gtwf9hE
dec2022-004_023-009_SPEAKER_00;matter;NOUN;2;Oo;Oo;oO;[44.7, 56.7];oO;oO;oO;[191.90046940890568, 197.90920229858787];[28, 41];[77.12632476462261, 78.24516952598921];[76, 84];[0.14826726804989043, 0.17173273195010985];[30, 45];13.833;14.153;dec2022-004_023-009_SPEAKER_00_0.TextGrid;XdI02ey
dec2022-004_023-009_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[19.7, 20.3, 38, 66.3];oooO;oooO;oooO;[191.62329895142256, 192.90432261819535, 190.83794681878152, 197.41498176745296];[26, 29, 21, 39];[71.91552115129343, 70.51386341987987, 74.46076551779758, 76.49473951761966];[25, 17, 46, 70];[0.10619532684558841, 0.11858627383552012, 0.1821250196991091, 0.334093379619782];[8, 15, 47, 90];14.533;15.274;dec2022-004_023-009_SPEAKER_00_0.TextGrid;nGq0ggQ
dec2022-004_023-009_SPEAKER_00;classroom;NOUN;2;Oo;Oo;oO;[49, 78];oO;oO;Oo;[191.21086713032147, 274.44042590265195];[23, 97];[75.89253993289205, 77.1926323739868];[64, 78];[0.21747352475761694, 0.2025264752423812];[60, 59];15.634;16.054;dec2022-004_023-009_SPEAKER_00_0.TextGrid;p4G2nD1
dec2022-004_023-009_SPEAKER_00;moderate;ADJ;3;Ooo/Ooo;Ooo;ooO;[34, 55.3, 78.3];ooO;ooO;ooO;[201.27745180726396, 214.53442959122256, 218.9217130093891];[45, 58, 68];[75.36344699024313, 78.25960457475954, 79.41197686929735];[56, 85, 93];[0.0843123874369951, 0.1294989124804964, 0.24618870008250937];[1, 23, 74];26.297;26.757;dec2022-004_023-009_SPEAKER_00_0.TextGrid;J5vA9mb
dec2022-004_023-009_SPEAKER_00;distract;VERB;2;oO;oO;oO;[42.7, 80.7];oO;oO;oO;[210.35118105102424, 250.3051622152681];[50, 95];[73.61845994025967, 75.74006705187895];[37, 62];[0.165965590097219, 0.3140344099027814];[41, 85];10.715;11.195;dec2022-004_023-009_SPEAKER_00_1.TextGrid;Szh5jC1
dec2022-004_023-009_SPEAKER_00;also;ADV;2;Oo;Oo;Oo;[92.3, 52.7];Oo;Oo;Oo;[248.00945566199732, 196.24105921887096];[93, 35];[81.1325930163383, 79.27736046526638];[97, 91];[0.32678751655337734, 0.15421248344662075];[87, 32];20.6;21.081;dec2022-004_023-009_SPEAKER_00_1.TextGrid;m0CSCeN
dec2022-004_023-009_SPEAKER_00;students;NOUN;2;Oo;Oo;Oo;[78.7, 69.3];oO;oO;Oo;[229.03582707895063, 242.88687932873762];[82, 91];[76.76689284478326, 77.0112343166228];[73, 75];[0.29152775615614956, 0.1694722438438525];[81, 42];22.301;22.762;dec2022-004_023-009_SPEAKER_00_1.TextGrid;kyxMD2j
dec2022-004_023-009_SPEAKER_00;younger;ADJ;2;Oo;Oo;Oo;[40.7, 39.3];Oo;Oo;oO;[197.61085479124029, 185.8258154676949];[40, 14];[75.1232728756308, 74.23896509589181];[54, 42];[0.14187263368457792, 0.2181273663154215];[28, 62];23.662;24.022;dec2022-004_023-009_SPEAKER_00_1.TextGrid;CGnoJXY
dec2022-004_023-009_SPEAKER_00;people;NOUN;2;Oo;Oo;oO;[33.3, 66.7];oO;oO;Oo;[199.7086647833204, 226.0610163627231];[42, 76];[71.61232275087197, 79.18686318070924];[21, 89];[0.16148703684072174, 0.1595129631592762];[37, 35];24.062;24.383;dec2022-004_023-009_SPEAKER_00_1.TextGrid;4dWh3Vs
dec2022-004_023-009_SPEAKER_00;before;ADV;2;oO/oO;oO;oO;[16, 43.3];oO;oO;oO;[187.01220315527158, 213.7016062489763];[18, 56];[65.27600778481495, 73.07915145646214];[6, 34];[0.13517797718952096, 0.16582202281047742];[24, 40];29.625;29.926;dec2022-004_023-009_SPEAKER_00_1.TextGrid;mO8urHx
dec2022-004_023-009_SPEAKER_00;reduce;VERB;2;oO;oO;oO;[40.7, 69];oO;oO;oO;[212.19968841492698, 236.13341052342233];[52, 86];[73.64414533025982, 74.10108481888766];[39, 41];[0.1530375791720715, 0.2869624208279262];[31, 80];44.314;44.754;dec2022-004_023-009_SPEAKER_00_1.TextGrid;66eMs95
dec2022-004_023-009_SPEAKER_00;interest;VERB;3;Ooo;Ooo;oOo;[56.3, 58, 50];oOo;ooO;Ooo;[206.34895648561516, 216.17031883687525, 196.7166535852132];[48, 64, 36];[73.25695192042673, 74.65246657728846, 75.4085667617834];[35, 52, 58];[0.3233838570646901, 0.20089285447240002, 0.19672328846290998];[86, 58, 56];4.713;5.434;dec2022-004_023-009_SPEAKER_00_2.TextGrid;1d36hwS
dec2022-004_023-009_SPEAKER_00;couldn't;AUX+PART;2;Oo;Oo;oO;[17, 74.3];oO;oO;oO;[206.15362784846465, 241.11894424995648];[47, 90];[58.33606438759885, 76.05256256401756];[1, 68];[0.09376323881861492, 0.22723676118138503];[3, 65];1.97;2.291;dec2022-004_023-009_SPEAKER_00_3.TextGrid;CIFUBXH
dec2022-004_023-009_SPEAKER_00;compromise;NOUN;3;Ooo;Ooo;ooO;[39.7, 36, 63.7];ooO;ooO;ooO;[213.62424727463977, 215.5522590868851, 222.69813591690428];[54, 63, 73];[73.5065919318342, 71.28965094228, 74.62097736939498];[36, 19, 51];[0.14412208018972272, 0.14179118518622857, 0.23408673462405005];[29, 26, 67];10.597;11.117;dec2022-004_023-009_SPEAKER_00_3.TextGrid;FKxEd9W
dec2022-004_023-009_SPEAKER_00;little;ADJ;2;Oo;Oo;oO;[62, 87];oO;oO;oO;[245.84218995845305, 257.9742221148427];[92, 96];[77.31376252189196, 79.40718164346089];[80, 92];[0.11797723929885606, 0.24202276070114337];[14, 73];14.32;14.68;dec2022-004_023-009_SPEAKER_00_3.TextGrid;jSRobfT
dec2022-004_023-009_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[17, 69.3];oO;oO;oO;[193.11134296940193, 223.6192278265367];[30, 74];[69.68988400400872, 84.29394938609697];[15, 98];[0.09997261133436552, 0.16002738866563604];[6, 36];24.247;24.507;dec2022-004_023-009_SPEAKER_00_3.TextGrid;WyxHwBl
dec2022-004_023-009_SPEAKER_00;moderate;VERB;3;Ooo/Ooo;Ooo;ooO;[60, 57, 83.3];ooO;ooO;Ooo;[186.71563869217107, 203.5707660637331, 218.93899637566892];[15, 46, 69];[76.01312661003212, 74.59617183824379, 79.26979907360379];[67, 50, 90];[0.8529320128755167, 0.26775791646264224, 0.34031007066184316];[98, 75, 91];31.572;33.033;dec2022-004_023-009_SPEAKER_00_3.TextGrid;56K7YQO
dec2022-004_023-009_SPEAKER_00;perfect;ADJ;2;oO/Oo;Oo;oO;[26.7, 43.7];oO;Oo;oO;[183.43177530100505, 196.74367985131622];[10, 37];[74.81025653805473, 72.92702461264624];[53, 31];[0.11941559858465922, 0.22158440141534097];[17, 63];7.576;7.917;dec2022-004_023-009_SPEAKER_00_4.TextGrid;PSDUylp
dec2022-004_023-009_SPEAKER_00;student;NOUN;2;Oo;Oo;Oo;[37, 25];oO;Oo;oO;[168.31536780008383, 181.85347452326081];[4, 8];[75.39284653180633, 68.78239734454041];[57, 13];[0.18352638814536348, 0.1964736118546373];[50, 54];11.761;12.141;dec2022-004_023-009_SPEAKER_00_4.TextGrid;u7lRIbh
dec2022-004_023-009_SPEAKER_00;hours;NOUN;2;Oo;Oo;Oo;[50.7, 41.7];Oo;Oo;oO;[191.41334536391892, 179.32764696169593];[25, 6];[74.56675027726487, 72.061153883457];[48, 26];[0.27605900249723625, 0.36494099750276376];[79, 93];8.279;8.92;dec2022-004_023-009_SPEAKER_00_5.TextGrid;u4ly0Cb
dec2022-004_023-009_SPEAKER_00;therapist;NOUN;3;Ooo;Ooo;oOo;[19.3, 26.7, 2.7];oOo;Ooo;oOo;[168.024094233289, 191.32334450422263, 87.93516734556339];[3, 24, 2];[68.52262778954325, 64.64343654860404, 64.60268871401352];[12, 4, 2];[0.16988633932969321, 0.19072965701787936, 0.0993840036524265];[43, 52, 4];13.986;14.446;dec2022-004_023-009_SPEAKER_00_5.TextGrid;1TGNKhT
dec2022-004_023-009_SPEAKER_00;encourage;VERB;3;oOo;oOo;oOo;[48.7, 60.3, 35.7];oOo;oOo;ooO;[193.2919057090156, 195.28200901926976, 85.81017924112393];[31, 32, 1];[71.37872214798338, 75.45991007064205, 68.50823892374979];[20, 60, 10];[0.38565607226023957, 0.32901491042531106, 0.5063290173144495];[95, 89, 96];15.428;16.649;dec2022-004_023-009_SPEAKER_00_5.TextGrid;IzpTGgo
dec2022-004_023-009_SPEAKER_00;student;NOUN;2;Oo;Oo;Oo;[69.7, 52.7];oO;oO;Oo;[215.31155730823815, 223.7196238399053];[62, 75];[75.97235962245398, 76.8060532379133];[65, 74];[0.29435830705997645, 0.10664169294002335];[82, 9];18.691;19.092;dec2022-004_023-009_SPEAKER_00_5.TextGrid;sbEqRPq
dec2022-004_023-009_SPEAKER_00;addiction;NOUN;3;oOo;oOo;oOo;[54.7, 89.7, 65.3];oOo;oOo;ooO;[236.56616048764616, 281.9521920811896, 185.79609470782643];[87, 98, 13];[65.51834513952821, 79.89856614138348, 78.45433293967048];[7, 95, 86];[0.2399660897271758, 0.2753680545523487, 0.565665855720475];[70, 76, 97];24.817;25.898;dec2022-004_023-009_SPEAKER_00_5.TextGrid;IbjCqSi
dec2022-004_023-009_SPEAKER_00;technologies;NOUN;4;oOoo;oOoo;oooO;[17.7, 12.7, 19, 77.3];oooO;oooO;oooO;[186.87574772943125, 183.69436982943603, 182.6820195458467, 232.62535104688365];[17, 12, 9, 85];[72.67732125121508, 67.63748026821314, 69.19938250321212, 75.86286891738358];[29, 8, 14, 63];[0.1017085231669661, 0.12410105597864884, 0.15520298689130385, 0.2989874339630809];[7, 18, 34, 84];26.779;27.459;dec2022-004_023-009_SPEAKER_00_5.TextGrid;q8NVzeQ
dec2022-004_023-009_SPEAKER_00;about;ADP;2;oO;oO;Oo;[49.3, 34];Oo;Oo;oO;[189.57588564457362, 179.76535341250113];[20, 7];[76.61474200992336, 71.66273907554677];[71, 24];[0.19944143053000118, 0.24155856946999954];[57, 71];7.93;8.371;dec2022-004_023-009_SPEAKER_00_6.TextGrid;3cuozfJ
dec2022-004_023-009_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[50.3, 33.7, 41, 60.3];oooO;Oooo;oooO;[214.72000856996146, 216.34148004008614, 214.11555697378702, 228.93104658962415];[60, 65, 57, 81];[77.80314541751663, 71.6627327274302, 74.29524764900339, 74.53722150899765];[81, 23, 45, 47];[0.1090493709957574, 0.11153968386430257, 0.12809762085847254, 0.1913133242814684];[10, 13, 21, 53];15.292;15.832;dec2022-004_023-009_SPEAKER_00_6.TextGrid;bJV6NNH
dec2022-004_023-009_SPEAKER_00;student;NOUN;2;Oo;Oo;oO;[67.7, 83];oO;oO;Oo;[228.2427963397617, 229.97073237122248];[79, 84];[73.06452393600965, 80.2147505268931];[32, 96];[0.34181659509605566, 0.23818340490394618];[92, 69];18.793;19.373;dec2022-004_023-009_SPEAKER_00_6.TextGrid;lWPVsMh
dec2022-004_023-009_SPEAKER_00;money;NOUN;2;Oo;Oo;oO;[28.7, 70];oO;oO;oO;[199.88706716383479, 236.90511112477358];[43, 89];[71.19076844470024, 78.07479458123613];[18, 82];[0.1369089589757806, 0.16309104102422012];[25, 39];22.113;22.413;dec2022-004_023-009_SPEAKER_00_6.TextGrid;cgYNaLz
dec2022-004_023-009_SPEAKER_00;either;CCONJ;2;Oo;Oo;Oo;[52.7, 36];Oo;oO;Oo;[214.62210933203772, 188.18747062713936];[59, 19];[77.28298084277837, 78.47773356981101];[79, 87];[0.1270311988446764, 0.09296880115532602];[20, 2];30.74;30.96;dec2022-004_023-009_SPEAKER_00_6.TextGrid;F1L2mpy
dec2022-004_023-009_SPEAKER_00;okay;INTJ;2;oO;oO;oO;[33.3, 35.7];Oo;oO;oO;[210.76453692226457, 195.79080375094497];[51, 34];[64.62275660171527, 68.46760802503718];[3, 9];[0.17595081258209377, 0.22504918741790625];[46, 64];0.129;0.53;dec2022-004_023-009_SPEAKER_00_7.TextGrid;9nGRpzo
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[66.7, 81.7];Oo;oO;oO;[139.17144160738948, 136.39168214853635];[95, 93];[72.67624132695155, 74.85627904682202];[55, 76];[0.23181869009095069, 0.3491813099090493];[50, 76];3.073;3.654;dec2022-004_023-009_SPEAKER_01_1.TextGrid;pfKVuvp
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[56.7, 60.3];Oo;oO;oO;[118.78818465255185, 115.54094971230808];[66, 48];[71.6583889227348, 73.3409015907153];[45, 59];[0.2471478765501529, 0.33285212344984716];[59, 74];3.21;3.79;dec2022-004_023-009_SPEAKER_01_10.TextGrid;7TyQjfF
dec2022-004_023-009_SPEAKER_01;conclude;VERB;2;oO;oO;oO;[59, 86.7];oO;oO;oO;[117.33728212465098, 125.69739236118753];[60, 82];[72.173139591926, 76.83982207606147];[53, 91];[0.26909041880445894, 0.45190958119554026];[64, 87];6.791;7.512;dec2022-004_023-009_SPEAKER_01_10.TextGrid;E7Ajhqo
dec2022-004_023-009_SPEAKER_01;creates;VERB;2;oO;oO;Oo;[73.3, 57.3];Oo;Oo;oO;[114.01914201384997, 109.78854885848553];[41, 18];[76.38943707682783, 73.58865637569639];[87, 61];[0.676637806122816, 0.6833621938771852];[92, 93];13.274;14.634;dec2022-004_023-009_SPEAKER_01_10.TextGrid;e04oIdM
dec2022-004_023-009_SPEAKER_01;moment;NOUN;2;Oo;Oo;oO;[35.3, 63.3];oO;oO;oO;[118.57468802356387, 120.10235011653042];[65, 70];[70.54096958638236, 71.77428779245429];[34, 49];[0.14571385775894186, 0.2952861422410571];[7, 71];15.134;15.575;dec2022-004_023-009_SPEAKER_01_10.TextGrid;bUYUXFb
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[40.3, 64.3];Oo;oO;oO;[117.09654302922355, 116.6811902186722];[58, 53];[70.68163896763704, 72.34712538798641];[35, 54];[0.1914275173834845, 0.4485724826165125];[28, 86];16.135;16.775;dec2022-004_023-009_SPEAKER_01_10.TextGrid;X8HwK4u
dec2022-004_023-009_SPEAKER_01;enjoy;VERB;2;oO;oO;Oo;[66.7, 57.7];oO;Oo;oO;[112.91694878784598, 116.93705955800746];[33, 55];[75.40497842530795, 69.51373858404126];[82, 22];[0.44183571591572957, 0.7991642840842701];[85, 96];19.596;20.837;dec2022-004_023-009_SPEAKER_01_10.TextGrid;hOAXAUv
dec2022-004_023-009_SPEAKER_01;student;NOUN;2;Oo;Oo;oO;[33, 49.3];Oo;oO;oO;[116.1495692634033, 114.9984707356809];[51, 44];[66.505051710389, 69.71467074731837];[14, 23];[0.20088442148738483, 0.41911557851261527];[34, 81];4.631;5.251;dec2022-004_023-009_SPEAKER_01_3.TextGrid;GOO46MH
dec2022-004_023-009_SPEAKER_01;because;SCONJ;2;oO/oo;oo;Oo;[76, 70.3];Oo;oO;Oo;[117.90584972385352, 113.13161963132025];[62, 35];[74.5425738924596, 75.90167033434388];[71, 85];[0.7962620324007075, 0.5847379675992919];[95, 91];6.831;8.212;dec2022-004_023-009_SPEAKER_01_3.TextGrid;eohJtrW
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[69.3, 83];Oo;oO;oO;[126.01685552858861, 124.74229740647677];[85, 80];[74.88157503108609, 76.57552534982511];[77, 90];[0.21856611769046275, 0.40143388230953825];[46, 79];10.213;10.833;dec2022-004_023-009_SPEAKER_01_3.TextGrid;kTkWSQh
dec2022-004_023-009_SPEAKER_01;situation;NOUN;4;ooOo;ooOo;oooO;[39.3, 36.3, 15.7, 43.3];Oooo;oOoo;oooO;[120.41563667284842, 110.63685653530271, 110.20142327368055, 112.70761793763906];[71, 23, 22, 29];[66.30805009394749, 71.69657592455044, 65.10842210485767, 70.01441940440918];[12, 46, 8, 29];[0.2022421205278171, 0.21434695944569881, 0.1681690056615892, 0.31524191436489346];[35, 40, 17, 72];25.998;26.898;dec2022-004_023-009_SPEAKER_01_3.TextGrid;0wC2KJx
dec2022-004_023-009_SPEAKER_01;hour;NOUN;2;Oo;Oo;oO;[48, 64.3];Oo;oO;oO;[115.30907324180777, 113.68542532891684];[46, 38];[74.83285790348828, 78.00596282273362];[75, 93];[0.1755614807913819, 0.26543851920861794];[23, 62];4.452;4.893;dec2022-004_023-009_SPEAKER_01_4.TextGrid;mNaVc6h
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[37, 48];Oo;oO;oO;[113.17051300965805, 111.23400921458253];[37, 27];[69.49159474327371, 71.38216434667393];[20, 40];[0.23679053403026806, 0.3632094659697316];[54, 77];8.996;9.596;dec2022-004_023-009_SPEAKER_01_4.TextGrid;aBG3zwT
dec2022-004_023-009_SPEAKER_01;because;SCONJ;2;oO/oo;oo;Oo;[74.7, 51.3];Oo;Oo;Oo;[114.21476256946977, 109.36878060679607];[43, 16];[75.44879208606075, 71.46750656473687];[83, 41];[0.8912352174969751, 0.8897647825030255];[98, 97];9.616;11.397;dec2022-004_023-009_SPEAKER_01_4.TextGrid;pzm2btI
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[59.7, 81];Oo;oO;oO;[124.20116899148823, 121.12056208926555];[79, 75];[74.2361303028304, 75.99797857536694];[70, 86];[0.19740026300255842, 0.423599736997442];[30, 82];13.939;14.56;dec2022-004_023-009_SPEAKER_01_4.TextGrid;BUaHb36
dec2022-004_023-009_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[62.3, 63.3];Oo;Oo;oO;[122.82661231061631, 119.39571953152792];[76, 69];[73.90264600302558, 73.85012827252982];[67, 65];[0.21657909075323634, 0.24342090924676363];[44, 56];6.219;6.679;dec2022-004_023-009_SPEAKER_01_5.TextGrid;xaybyW5
dec2022-004_023-009_SPEAKER_01;addiction;NOUN;3;oOo;oOo;oOo;[26.7, 46, 37];oOo;oOo;Ooo;[109.77807295872654, 115.18337260932681, 110.07730005207844];[17, 45, 20];[64.12433725446533, 70.95218488391569, 70.37869825648708];[3, 38, 33];[0.2531017251809553, 0.24288205757388504, 0.2450162172451602];[60, 55, 58];7.14;7.881;dec2022-004_023-009_SPEAKER_01_5.TextGrid;VkbZA7f
dec2022-004_023-009_SPEAKER_01;didn't;VERB+PART;2;Oo;Oo;oO;[61, 71.3];Oo;oO;oO;[127.03816859205293, 125.77400878855278];[88, 83];[75.15171269482373, 76.39887449838035];[81, 88];[0.16538821637695997, 0.21561178362304007];[14, 43];0.169;0.55;dec2022-004_023-009_SPEAKER_01_6.TextGrid;rRXssA6
dec2022-004_023-009_SPEAKER_01;learning;NOUN;2;Oo;Oo;oO;[61, 82];oO;Oo;oO;[116.93669076777971, 129.8694940818102];[54, 91];[80.01679300129169, 74.58698983132086];[96, 72];[0.20054620105438303, 0.4404537989456152];[33, 83];19.788;20.429;dec2022-004_023-009_SPEAKER_01_6.TextGrid;84meOBP
dec2022-004_023-009_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;oooO;[32, 17, 26.3, 69.7];oooO;oooO;oooO;[114.00220609426727, 106.35899713623041, 109.2963907940746, 132.14221410487664];[40, 9, 13, 92];[70.35704825975624, 66.31036105605416, 71.20560811478765, 73.89873007349445];[32, 13, 39, 66];[0.18208837321007465, 0.19678307289472485, 0.18842844398126957, 0.23370010991393286];[24, 29, 27, 51];25.915;26.716;dec2022-004_023-009_SPEAKER_01_6.TextGrid;eVuD1zf
dec2022-004_023-009_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;ooOo;[23.7, 29, 37.3, 28.3];oooO;ooOo;oOoo;[115.845203395816, 113.7533150927661, 117.21745894419706, 118.10860225356201];[50, 39, 59, 64];[68.27928531119034, 70.85769666587532, 71.59928678247445, 68.45841855350949];[18, 37, 44, 19];[0.13966786309373447, 0.15117047204127232, 0.15109069307008127, 0.11907097179491188];[3, 11, 9, 2];34.726;35.287;dec2022-004_023-009_SPEAKER_01_6.TextGrid;nwY0MUA
dec2022-004_023-009_SPEAKER_01;disrespect;VERB;3;ooO;ooO;ooO;[60.3, 47, 63];Ooo;ooO;ooO;[211.7264025615024, 202.2201829225168, 116.9568697932025];[98, 97, 56];[72.14464031679604, 69.81140829492, 79.19380606104296];[51, 25, 95];[0.1990815133092525, 0.17227767843995423, 0.20964080825078923];[32, 19, 38];41.896;42.477;dec2022-004_023-009_SPEAKER_01_6.TextGrid;YtT8Ev6
dec2022-004_023-009_SPEAKER_01;between;ADP;2;oO;oO;oO;[16, 35.3];Oo;oO;oO;[109.88789115733557, 108.98817069650619];[19, 12];[67.36540947503131, 69.94601564248475];[17, 28];[0.1584824472008144, 0.281517552799186];[12, 66];3.393;3.833;dec2022-004_023-009_SPEAKER_01_7.TextGrid;e4uMMap
dec2022-004_023-009_SPEAKER_01;other;ADJ;2;Oo;Oo;Oo;[44.7, 17.7];Oo;Oo;Oo;[105.25354089815757, 97.50738870535109];[6, 1];[71.76407324908259, 64.89556165830412];[48, 7];[0.40295132853284876, 0.21804867146715168];[80, 45];4.874;5.495;dec2022-004_023-009_SPEAKER_01_7.TextGrid;zXdODCR
dec2022-004_023-009_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;oooO;[41, 20, 14.7, 53];oooO;Oooo;oooO;[120.49548291879131, 109.30022893033255, 106.33680575048218, 129.0143016062539];[72, 14, 8, 90];[71.50753888800189, 69.7210714563839, 65.58208590793312, 70.26903240629503];[43, 24, 11, 30];[0.14754312561617233, 0.17415559982829087, 0.18602894912211632, 0.21327232543342056];[8, 22, 25, 39];9.279;10.0;dec2022-004_023-009_SPEAKER_01_7.TextGrid;fs7uwZ1
dec2022-004_023-009_SPEAKER_01;disparities;NOUN;4;oOoo;oOoo;ooOo;[18, 51, 57.7, 49.3];oooO;oOoo;oOoo;[112.79633148235713, 110.79132767963159, 120.52935621267521, 126.04052304430638];[32, 24, 74, 86];[66.60798135695575, 73.73571456227451, 71.8552559639585, 73.25800673909687];[16, 62, 50, 58];[0.1436687322804735, 0.28602079992205187, 0.22925300529610926, 0.14105746250136608];[6, 67, 49, 4];7.153;7.953;dec2022-004_023-009_SPEAKER_01_8.TextGrid;i7gVO0E
dec2022-004_023-009_SPEAKER_01;people;NOUN;2;Oo;Oo;oO;[30.7, 59];Oo;oO;oO;[115.70461713836792, 112.06715655446348];[49, 28];[69.87647601578215, 74.93973843349349];[27, 79];[0.16808165692946275, 0.2919183430705381];[16, 70];16.718;17.178;dec2022-004_023-009_SPEAKER_01_8.TextGrid;Mnu4v2t
dec2022-004_023-009_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;oooO;[30.7, 39.3, 58.3, 63];oooO;ooOo;ooOo;[123.96476391904254, 113.0807125217341, 112.79426102218409, 145.81354006435836];[77, 34, 30, 96];[63.50367419516856, 73.77047957824469, 76.90050873813149, 73.2045382647618];[2, 64, 92, 56];[0.16411450241871606, 0.17392748065245556, 0.23558019706145927, 0.20637781986737025];[13, 20, 53, 37];23.442;24.222;dec2022-004_023-009_SPEAKER_01_8.TextGrid;vhmnWy0
dec2022-004_023-009_SPEAKER_01;create;VERB;2;oO;oO;oO;[75.7, 81.7];oO;Oo;oO;[125.46034250518257, 127.03254769242325];[81, 87];[81.71817208543517, 81.28335457226316];[98, 97];[0.21928156059221104, 0.26171843940778894];[48, 61];0.51;0.991;dec2022-004_023-009_SPEAKER_01_9.TextGrid;CiNFPrh
dec2022-004_023-009_SPEAKER_01;environment;NOUN;4;oOoo;oOoo;oOoo;[68.3, 76.3, 65, 42.3];oOoo;ooOo;ooOo;[117.57062522086456, 119.2304892965508, 111.14172607169219, 98.13039875663237];[61, 67, 25, 2];[73.94127129992582, 74.67355626756502, 75.0592844305365, 73.3781826589126];[69, 74, 80, 60];[0.3363186214256173, 0.47744128877708425, 0.5481407159427607, 0.28109937385453776];[75, 88, 90, 65];1.171;2.814;dec2022-004_023-009_SPEAKER_01_9.TextGrid;Jk2ujqt
dec2022-004_023-009_SPEAKER_01;person;NOUN;2;Oo;Oo;oO;[12.7, 26.3];Oo;Oo;oO;[107.45984798453723, 102.56873029567585];[11, 4];[65.28522264238819, 64.32409960132698];[9, 6];[0.17206504217683793, 0.28893495782316236];[18, 69];13.331;13.792;dec2022-004_023-009_SPEAKER_01_9.TextGrid;MBk36HZ
dec2022-004_023-009_SPEAKER_01;haven't;VERB+PART;2;Oo;Oo;oO;[4, 15];Oo;Oo;oO;[105.25456473398637, 101.97059745506645];[7, 3];[64.21759812387587, 63.25167561870479];[4, 1];[0.10558150633640473, 0.21541849366359678];[1, 41];15.655;15.976;dec2022-004_023-009_SPEAKER_01_9.TextGrid;TbLebXj
dec2022-004_034-042_SPEAKER_00;agree;VERB;2;oO;oO;oO;[64.3, 74.7];oO;Oo;oO;[221.8632906416794, 229.55355000469777];[90, 96];[73.23178967884525, 72.40981119885772];[93, 89];[0.12194630712900767, 0.17905369287099226];[10, 39];1.07;1.371;dec2022-004_034-042_SPEAKER_00_0.TextGrid;rwYthvU
dec2022-004_034-042_SPEAKER_00;traditional;ADJ;4;oOoo;oOoo;Oooo;[79.7, 57, 45, 45.3];Oooo;Oooo;oooO;[213.2736022247487, 192.60261151533814, 187.1715320127616, 179.24646229655397];[81, 27, 13, 5];[72.63197115426904, 70.05749190004404, 70.48183735171415, 68.03761772778702];[91, 66, 72, 36];[0.24690866124777067, 0.2631786043391653, 0.19531333381634752, 0.39659940059671683];[67, 78, 50, 95];10.603;11.705;dec2022-004_034-042_SPEAKER_00_0.TextGrid;SkQlD17
dec2022-004_034-042_SPEAKER_00;learning;VERB;2;Oo;Oo;oO;[34.7, 69.3];oO;oO;Oo;[186.67706663035563, 224.89395944212322];[11, 94];[68.76457470477322, 70.36264397013481];[47, 71];[0.19042174279185353, 0.18957825720814547];[46, 43];12.406;12.786;dec2022-004_034-042_SPEAKER_00_0.TextGrid;gHflakY
